date,bonded_percentage,apr,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,price,volume_24h,market_cap,total_supply,circ_supply,token,bonded_tokens,has_liquid_staking,chain,inflation
2023-11-23,0.6492,0.21600000000000003,-0.244551038445,6.870553165751,-8.855708577259,25.63187651863,8.814556247135407,117074790.55,3314977758.1056404,376079937.0,376079937.0,Cosmos,244270098.0,True,Atom,0.14300000000000002
2023-11-24,0.6487,0.217,-0.284021249615,-0.746315808691,-8.797162853403,25.151282670347,8.74877182039704,90104821.74,3291777251.394966,376255927.0,376255927.0,Cosmos,244204461.0,True,Atom,0.14300000000000002
2023-11-25,,,0.00278334274,1.774261261361,-5.269055443367,25.114849100135,8.903997889651196,111258515.35,3351760204.698697,376433176.0,376433176.0,Cosmos,,True,Atom,
2023-11-26,0.65,0.151,-1.03077510873,6.505857052256,2.73173455294,32.456273005905,9.483279264287775,122515721.0,3571476428.4119573,376607746.0,376607746.0,Cosmos,244884078.0,True,Atom,0.1
2023-11-27,0.6446,0.16699999999999998,0.020057863932,4.701977960051,5.829083197045,41.234343350451,9.92918096518471,277170830.92,3740623691.1480207,376730337.0,376730337.0,Cosmos,242932050.0,True,Atom,0.1
2023-11-28,0.6419,0.168,1.782113762828,-6.284733525797,3.69594995842,29.521719244114,9.305158400228686,201710642.3,3506684991.309823,376853874.0,376853874.0,Cosmos,241974621.0,True,Atom,0.1
2023-11-29,0.6415000000000001,0.168,0.176873472431,-0.631851871756,12.105926055742,26.372985293463,9.246363582706955,189015396.18,3485674356.190801,376977860.0,376977860.0,Cosmos,241903308.0,True,Atom,0.1
2023-11-30,0.643,0.16699999999999998,0.028243598878,-0.279121017725,4.60600375168,13.685846560213,9.220555038572375,162347023.4,3477085652.2292824,377101556.0,377101556.0,Cosmos,242556460.0,True,Atom,0.1
2023-12-01,0.657,0.16,-0.161895934185,0.379986258711,5.793042391587,16.645836552664,9.255591880695844,136169168.6,3491438805.3327055,377224801.0,377224801.0,Cosmos,247919088.0,True,Atom,0.1
2023-12-02,0.6566,0.161,0.295932063799,2.230498313249,6.267294969526,20.049208562685,9.46203770147597,134880594.91,3570447913.830712,377344503.0,377344503.0,Cosmos,247825151.0,True,Atom,0.1
2023-12-03,0.6552,0.165,0.1715375673,1.889641313609,1.661419075761,22.91097907608,9.64083627499234,136053349.95,3639106598.957796,377467939.0,377467939.0,Cosmos,247406424.0,True,Atom,0.1
2023-12-04,,,-0.498001988322,-1.016214929917,-3.890716758434,23.009951294986,9.542864657397025,148816443.03,3603319791.6097927,377593094.0,377593094.0,Cosmos,,True,Atom,
2023-12-05,0.6555,0.165,1.500771408496,2.16159543573,4.771379109781,20.159834424506,9.749142784269218,318100719.8,3682414946.97326,377716793.0,377716793.0,Cosmos,247663395.0,True,Atom,0.1
2023-12-06,0.6546,0.165,0.507702717538,1.484394968735,7.00269874481,18.132525739809,9.89385856925373,179835954.42,3738302417.826252,377840697.0,377840697.0,Cosmos,247423485.0,True,Atom,0.1
2023-12-07,0.6456000000000001,0.168,-0.6215769056,-1.499813091399,5.692869273263,11.573369464433,9.745469183187526,232932260.71,3683448550.0087314,377965235.0,377965235.0,Cosmos,244089361.0,True,Atom,0.1
2023-12-08,0.6451,0.16699999999999998,0.060802562269,1.631805460816,7.010944401714,16.916977678846,9.904496281500943,166650148.56,3744790583.083848,378089958.0,378089958.0,Cosmos,243983538.0,True,Atom,0.1
2023-12-09,0.6456000000000001,0.16699999999999998,0.35922157461,5.090606598232,10.004795490352,19.933018618088,10.408695222728682,206609143.86,3936718522.534147,378214410.0,378214410.0,Cosmos,244268439.0,True,Atom,0.1
2023-12-10,0.6442,0.16699999999999998,-2.062081405982,0.735074334886,8.758271283015,16.137358293427,10.485206869907483,293579028.31,3966952490.3328495,378338028.0,378338028.0,Cosmos,243810287.0,True,Atom,0.1
2023-12-11,0.6414,0.10099999999999999,0.487854718304,1.750336302685,11.798014906282,15.945745728047,10.668733252163047,149518297.11,4037715469.1154904,378462501.0,378462501.0,Cosmos,242811173.0,True,Atom,0.1
2023-12-12,0.6406999999999999,0.168,0.281171627962,-7.571012342414,1.147376329064,6.737088506472,9.861002140862587,247355795.67,3733241715.0635495,378586442.0,378586442.0,Cosmos,242652179.0,True,Atom,0.1
2023-12-13,0.64,0.166,1.015038971981,18.792125578869,18.397629847988,22.890845351723,11.71409404650847,685147684.26,4436256739.011031,378711040.0,378711040.0,Cosmos,242467469.0,True,Atom,0.1
